Year,Track,Artist,Album,Duration (s),Genres,Track ID,Release Date,Popularity
2024,APT.,"ROSÉ, Bruno Mars",APT.,169,Unknown,5vNRhkKd0yEAg8suGBpjeY,2024-10-18,95
2024,tv off (feat. lefty gunplay),"Kendrick Lamar, Lefty Gunplay",GNX,220,Unknown,0aB0v4027ukVziUGwVGYpG,2024-11-22,94
2024,Sailor Song,Gigi Perez,Sailor Song,211,Unknown,2262bWmqomIaJXwCRHr13j,2024-07-26,94
2024,WILDFLOWER,Billie Eilish,HIT ME HARD AND SOFT,261,Unknown,3QaPy1KgI7nu9FJEQUgn6h,2024-05-17,94
2024,luther (with sza),"Kendrick Lamar, SZA",GNX,177,Unknown,2CGNAOSuO1MEFCbBRgUzjd,2024-11-21,93
2024,"Good Luck, Babe!",Chappell Roan,"Good Luck, Babe!",218,Unknown,0WbMK4wrZ1wFSty9F7FCgu,2024-04-05,93
2024,DENIAL IS A RIVER,Doechii,Alligator Bites Never Heal,159,Unknown,1eTaznNW4Xxtx9za2SMTXB,2024-08-30,92
2024,luther (with sza),"Kendrick Lamar, SZA",GNX,177,Unknown,45J4avUb9Ni0bnETYaYFVJ,2024-11-22,92
2024,APT.,"ROSÉ, Bruno Mars",rosie,169,Unknown,4wJ5Qq0jBN4ajy7ouZIV1c,2024-12-06,91
2024,squabble up,Kendrick Lamar,GNX,157,Unknown,0nj9Bq5sHDiTxSHunhgkFb,2024-11-22,90
2024,Like Him (feat. Lola Young),"Tyler, The Creator, Lola Young",CHROMAKOPIA,278,Unknown,6jbYpRPTEFl1HFKHk1IC0m,2024-10-28,90
2024,Taste,Sabrina Carpenter,Short n' Sweet,157,Unknown,5G2f63n7IPVPPjfNIGih7Q,2024-08-23,90
2024,Beautiful Things,Benson Boone,Fireworks & Rollerblades,180,Unknown,3xkHsmpQCBMytMJNiDf3Ii,2024-04-05,90
2024,Messy,Lola Young,Messy,284,Unknown,3SKH53SPQbEnZR4cJPVaz2,2024-05-30,90
2024,Qué Pasaría...,"Rauw Alejandro, Bad Bunny",Cosa Nuestra,191,Unknown,0l0vcZMU7AOeQmUIREoI2U,2024-11-15,90
2024,30 For 30 (with Kendrick Lamar),"SZA, Kendrick Lamar",SOS Deluxe: LANA,278,Unknown,3aSWXU6owkZeVhh94XxEWO,2024-12-20,89
2024,No One Noticed,The Marías,Submarine,236,Unknown,3siwsiaEoU4Kuuc9WKMUy5,2024-05-31,89
2024,BMF,SZA,SOS Deluxe: LANA,180,Unknown,3U3hFkMr0Q90pD24EkE3Pr,2024-12-20,89
2024,"I Love You, I'm Sorry",Gracie Abrams,The Secret of Us,157,Unknown,51rfRCiUSvxXlCSCfIztBy,2024-06-21,89
2024,Loco,Neton Vega,Loco,186,Unknown,63EQbNhgaih4yg5412usWG,2024-12-20,89
2024,CHIHIRO,Billie Eilish,HIT ME HARD AND SOFT,303,Unknown,7BRD7x5pt8Lqa1eGYC4dzj,2024-05-17,89
2024,The Days - NOTION Remix,"Chrystal, NOTION",The Days (NOTION Remix),233,Unknown,2FAZskT9yRjp2Oow9szJD8,2024-11-08,89
2024,ME JALO,"Fuerza Regida, Grupo Frontera",MALA MÍA,212,Unknown,3D24ErT1MMmUfXWotSj2A2,2024-12-19,89
2024,"Sticky (feat. GloRilla, Sexyy Red & Lil Wayne)","Tyler, The Creator, GloRilla, Sexyy Red, Lil Wayne",CHROMAKOPIA,255,Unknown,3tFed7YsjGnIfxeLEQwx3R,2024-10-28,88
2024,peekaboo (feat. azchike),"Kendrick Lamar, Az Chike",GNX,155,Unknown,2Uts1QFB4u2YNIMiqcb4de,2024-11-22,88
2024,Espresso,Sabrina Carpenter,Short n' Sweet,175,Unknown,2HRqTpkrJO5ggZyyK6NPWz,2024-08-23,88
2024,Messy,Lola Young,This Wasn't Meant For You Anyway,284,Unknown,35ISBknsCeZQtq66xABI9g,2024-06-21,88
2024,Like That,"Future, Metro Boomin, Kendrick Lamar",WE DON'T TRUST YOU,267,Unknown,2tudvzsrR56uom6smgOcSf,2024-03-22,87
2024,MILLION DOLLAR BABY,Tommy Richman,MILLION DOLLAR BABY,155,Unknown,5AJ9hqTS2wcFQCELCFRO7A,2024-04-26,87
2024,Bed Chem,Sabrina Carpenter,Short n' Sweet,171,Unknown,1UHS8Rf6h5Ar3CDWRd3wjF,2024-08-23,87
2024,Love Somebody,Morgan Wallen,Love Somebody,204,Unknown,7hR22TOX3RorxJPcsz5Wbo,2024-10-18,86
2024,A Bar Song (Tipsy),Shaboozey,A Bar Song (Tipsy),171,Unknown,2FQrifJ1N335Ljm3TjTVVf,2024-04-12,86
2024,Slow It Down,Benson Boone,Fireworks & Rollerblades,161,Unknown,51eSHglvG1RJXtL3qI5trr,2024-04-05,86
2024,Juno,Sabrina Carpenter,Short n' Sweet,223,Unknown,21B4gaTWnTkuSh77iWEXdS,2024-08-23,86
2024,Pink Skies,Zach Bryan,Pink Skies,194,Unknown,4ZJ4vzLQekI0WntDbanNC7,2024-05-24,85
2024,Indigo (feat. Avery Anna),"Sam Barber, Avery Anna",Restless Mind,286,Unknown,1KZG1H1OCugGqIRmk1wF9m,2024-11-01,85
2024,NISSAN ALTIMA,Doechii,Alligator Bites Never Heal,126,Unknown,2dKkVF2m160z0RNDN2dddc,2024-08-30,85
2024,I Had Some Help (Feat. Morgan Wallen),"Post Malone, Morgan Wallen",F-1 Trillion,178,Unknown,5IZXB5IKAD2qlvTPJYDCFB,2024-08-15,84
2024,Ain't No Love In Oklahoma (From Twisters: The Album),Luke Combs,Ain't No Love In Oklahoma (From Twisters: The Album),210,Unknown,6GG4yyk3UATdBfTHVgI8PB,2024-05-16,83
2024,hey now (feat. dody6),"Kendrick Lamar, Dody6",GNX,217,Unknown,5S8VwnB4sLi6W0lYTWYylu,2024-11-22,83
2024,St. Chroma (feat. Daniel Caesar),"Tyler, The Creator, Daniel Caesar",CHROMAKOPIA,197,Unknown,1QoyuMHNBe7lg3YW4Qtll4,2024-10-28,83
2024,I Never Lie,Zach Top,Cold Beer & Country Music,224,Unknown,3t6gUcGYLrUuqwpXjOFWQc,2024-04-05,82
2024,Smile,Morgan Wallen,Smile,224,Unknown,3MJ6lFNV12FSHAOzTzkwxz,2024-12-31,81
2024,Worst Way,Riley Green,Way Out Here,220,Unknown,1osfLqL6L2iQsirRf83ded,2024-04-12,81
2024,Lies Lies Lies,Morgan Wallen,Lies Lies Lies,198,Unknown,7Fzl7QaTu47WyP9R5S5mh5,2024-07-05,80
2024,Wind Up Missin’ You,Tucker Wetmore,Waves On A Sunset,166,Unknown,3EO58D1YpHnTvBy68gK8HE,2024-10-04,80
